"ID","AGE","HOME","HINC","GENDER","MEDAGE","MEDPPH","MEDHVAL","MEDINC","MEDEDUC","NUMPROM","NUMPRM12","RAMNTALL","NGIFTALL","MAXRAMNT","LASTGIFT","TDON","RFA_96"
141248,54,0,2,"M",37,174,697,262,140,12,10,20,1,20,20,19.0000000000001,"F1F"
141249,51,0,5,"M",41,181,467,174,120,60,14,222,12,27,27,21,"S4G"
141251,53,1,4,"F",38,267,985,480,140,34,12,61,4,20,20,18,"A1F"
141252,90,0,1,"M",58,99,629,171,120,119,26,255,36,11,4,18,"S4E"
141254,43,1,7,"M",43,176,3674,681,160,49,12,61,5,20,20,25.0000000000001,"A1F"
141256,58,0,3,"F",32,146,896,175,120,80,13,321,25,34,10,18,"S3F"
141257,50,1,3,"F",37,219,882,362,120,31,13,29,4,20,20,18,"A1F"
141258,75,NA,2,"F",38,179,600,291,120,57,17,233,14,25,25,5.00000000000006,"A3G"
141260,70,1,2,"F",50,155,654,337,120,67,11,178,11,27,27,26.0000000000001,"A1G"
141264,70,1,2,"F",52,151,518,231,120,91,30,103,20,10,10,15,"S2E"
141265,69,1,4,"F",49,173,1964,436,138,55,21,55,10,10,5,9,"A4E"
141268,47,NA,NA,"F",35,221,2993,403,140,23,10,35,2,20,20,18,"A1F"
141271,58,1,5,"M",39,263,997,576,160,28,12,40,2,25,15,22.0000000000001,"A1F"
141272,80,1,4,"F",33,164,1171,290,126,35,13,59,6,15,10,15,"S2F"
141280,86,1,1,"F",38,243,452,261,120,25,15,35,5,10,6,16.0000000000001,"A4E"
141281,48,1,5,"F",49,97,633,259,137,55,13,74,6,21,21,19.0000000000001,"A2F"
141282,88,1,6,"M",32,83,449,221,125,66,13,155,14,16,16,15,"S4F"
141285,80,1,6,"F",58,157,4641,647,160,68,13,115,9,19,10,18,"A2F"
141288,68,1,5,"F",48,158,768,256,120,42,12,105,7,20,20,18,"A2F"
141306,52,1,5,"M",38,253,672,357,120,41,13,136,4,50,50,19.0000000000001,"A1G"
141307,48,1,4,"M",41,234,1031,419,140,82,12,221,27,15,14,20.0000000000001,"A1E"
141316,64,1,5,"M",45,183,409,189,120,39,10,36,4,15,15,23.0000000000001,"A1F"
141318,74,1,3,"M",51,188,643,410,120,14,12,20,1,20,20,16.0000000000001,"F1F"
141321,40,1,4,"F",40,196,1040,483,140,46,10,54,6,15,15,24,"A1F"
141322,67,0,3,"M",53,160,376,157,120,57,9,73,7,21,21,26.0000000000001,"A1F"
141325,75,1,1,"F",37,239,477,263,120,78,12,176,25,13,10,19.0000000000001,"A1E"
141326,36,1,4,"F",42,204,393,218,120,72,9,183,31,14,10,26.0000000000001,"A1E"
141327,66,1,2,"F",39,237,488,258,120,78,11,193,25,13,5,18,"S3D"
141329,81,1,2,"F",38,154,622,268,155,63,14,108,12,15,13,20.0000000000001,"S2F"
141330,44,1,2,"M",39,212,689,323,120,49,13,97,14,11,11,17.0000000000001,"S3E"
141331,60,1,5,"M",41,151,1262,353,138,13,8,15,1,15,15,21,"F1F"
141336,42,0,5,"M",39,169,641,428,120,86,19,250,20,20,20,7.00000000000011,"S2E"
141337,62,1,5,"F",41,249,1084,548,160,52,13,57,7,20,20,17.0000000000001,"A1F"
141338,41,1,5,"M",36,300,483,132,118,24,13,29,5,7,7,16.0000000000001,"A4D"
141344,87,NA,NA,"F",39,242,686,398,120,99,29,191,15,20,10,16.0000000000001,"A1F"
141349,40,1,6,"M",33,191,1025,408,140,24,13,36,5,10,8,18,"A3E"
141354,34,1,7,"F",38,221,647,363,120,55,13,112,16,15,4,15,"S4F"
141357,37,0,6,"F",40,235,880,452,124,31,6,49.75,8,15,15,18,"A1F"
141358,52,1,5,"F",41,167,2402,293,131,41,11,65,5,17,17,26.0000000000001,"A1F"
141360,36,0,1,"F",49,253,923,401,121,15,10,15,1,15,15,20.0000000000001,"F1F"
141362,70,1,4,"M",37,187,646,260,120,26,13,45,5,11,10,17.0000000000001,"A3E"
141365,44,1,5,"M",39,142,484,200,120,87,29,161,19,18,10,15,"S2F"
141366,38,1,2,"M",36,243,2312,529,137,39,14,51,9,10,7,17.0000000000001,"S4E"
141367,70,1,2,"F",50,167,351,185,120,19,11,20,3,10,5,16.0000000000001,"N3E"
141371,48,0,4,"F",43,231,1181,411,120,26,5,45,3,15,15,23.0000000000001,"A1F"
141379,47,1,4,"F",33,318,590,278,120,12,10,20,1,20,20,18,"F1F"
141380,80,1,3,"F",42,198,450,297,120,63,15,144,13,20,10,16.0000000000001,"A1E"
141381,75,0,2,"M",40,152,863,250,140,15,11,25,1,25,25,17.0000000000001,"F1G"
141388,69,1,5,"F",42,154,2138,398,131,16,7,20,1,20,20,26.0000000000001,"N1F"
141389,57,1,3,"M",48,147,363,182,120,33,13,66,4,25,19,18,"A2G"
141390,32,1,7,"M",33,190,1439,558,153,33,13,48,3,25,25,19.0000000000001,"A1G"
141400,73,1,2,"F",42,183,473,246,120,62,11,112,24,7,5,22.0000000000001,"S4D"
141402,32,1,3,"F",39,233,702,388,127,56,13,81,13,9,7,18,"S4D"
141403,57,NA,NA,"M",44,159,3392,632,159,64,23,355,10,50,25,8.00000000000006,"A1G"
141406,44,1,7,"F",43,193,371,196,120,52,12,82,8,15,10,21,"A2F"
141408,58,0,3,"F",37,232,689,370,120,27,14,63,4,25,25,18,"A3G"
141411,57,1,7,"F",55,169,1785,692,154,30,12,41,3,19,19,18,"A1F"
141414,82,0,3,"F",43,179,790,328,154,67,12,216,21,22,20,25.0000000000001,"S2F"
141425,41,NA,NA,"F",39,209,1891,318,120,49,13,84,7,20,20,18,"A2F"
141426,28,1,5,"M",34,259,1821,335,120,36,12,103,6,25,5,19.0000000000001,"S3G"
141444,64,1,5,"F",45,136,836,266,140,53,14,62,10,9,7,16.0000000000001,"A4D"
141447,66,1,4,"M",38,252,833,466,139,36,12,52,5,16,16,23.0000000000001,"A1F"
141452,84,0,5,"F",50,143,2688,639,160,38,11,80,12,8,7,15,"S3D"
141456,83,1,1,"F",40,90,359,142,120,91,13,699,45,30,30,22.0000000000001,"A1G"
141459,66,1,4,"F",40,272,665,502,133,60,13,167,12,25,25,23.0000000000001,"S2G"
141463,69,0,3,"M",43,184,674,294,120,43,14,55,5,15,10,18,"A2F"
141471,72,0,2,"F",44,134,1420,359,145,38,13,45,3,25,25,18,"A1G"
141474,40,1,1,"M",38,135,554,283,134,62,11,88,11,16,16,18,"A1F"
141476,77,0,2,"F",47,146,1557,392,149,60,11,90,18,10,5,19.0000000000001,"S4D"
141477,76,0,1,"M",36,193,669,364,127,11,6,21,3,10,10,15,"N3E"
141478,44,NA,NA,"F",34,325,1593,265,97,22,10,28,2,16,16,21,"A1F"
141481,74,0,4,"F",42,94,626,236,120,38,17,70,5,15,10,6,"A2F"
141482,54,1,2,"F",41,183,447,272,120,25,13,65,4,25,25,15,"A2F"
141485,41,0,4,"M",34,143,662,311,129,66,10,113,17,12,12,25.0000000000001,"A1E"
141494,56,NA,7,"F",48,190,4252,550,140,45,13,83,10,12,10,5.00000000000006,"A3E"
141495,76,1,5,"F",53,161,698,234,120,21,12,50,1,50,50,23.0000000000001,"N1G"
141499,69,NA,NA,"M",47,172,316,162,120,71,14,90,17,10,10,17.0000000000001,"S4E"
141504,83,1,5,"F",37,261,1108,353,120,67,11,89,18,6,4,17.0000000000001,"S4D"
141508,38,1,5,"M",47,150,1261,361,140,21,10,30,2,20,20,19.0000000000001,"A1F"
141510,63,1,7,"F",44,101,4500,409,140,68,13,117,12,15,15,17.0000000000001,"A1F"
141513,63,NA,NA,"F",54,169,2961,409,140,53,10,101,7,25,25,17.0000000000001,"A1G"
141519,72,NA,NA,"F",35,198,584,255,129,66,9,138,13,15,12,26.0000000000001,"A1E"
141524,80,1,3,"M",35,98,560,185,120,14,11,30,1,30,30,17.0000000000001,"F1G"
141535,40,0,5,"M",37,117,0,338,160,16,11,26,2,20,6,18,"N2F"
141536,56,1,5,"M",44,221,658,369,120,50,12,94,10,15,15,23.0000000000001,"A1F"
141538,75,1,5,"M",39,147,846,359,148,61,13,90,14,10,10,18,"S3E"
141540,40,1,3,"M",39,184,883,344,120,55,13,129,9,20,20,19.0000000000001,"A2F"
141547,34,0,2,"M",40,185,4022,542,150,37,13,70,3,40,20,15,"A1F"
141548,70,1,6,"F",62,149,467,193,120,50,22,90,8,25,25,6,"A1E"
141549,58,1,6,"F",37,221,693,471,130,14,12,20,1,20,20,16.0000000000001,"F1F"
141553,89,0,2,"F",51,153,524,265,120,13,10,20,1,20,20,17.0000000000001,"F1F"
141555,49,NA,NA,"F",43,159,255,147,120,62,14,117,9,16,16,23.0000000000001,"A1F"
141556,80,1,4,"M",34,317,1875,257,122,14,12,25,1,25,25,16.0000000000001,"F1G"
141558,67,1,7,"M",38,163,870,380,152,70,13,187,11,30,30,18,"A1G"
141570,50,1,6,"M",41,263,1580,734,160,19,13,45,2,25,25,17.0000000000001,"N2G"
141576,64,1,2,"F",43,177,496,256,120,71,13,133,11,22,22,18,"A1F"
141578,42,1,4,"M",39,236,627,346,120,25,13,35,3,15,15,18,"A2F"
141580,78,1,1,"F",47,160,296,186,120,52,13,110,14,14,10,18,"S4E"
141587,86,1,6,"F",44,215,1330,549,152,48,10,118,14,15,4,16.0000000000001,"S3F"
141588,70,0,4,"M",40,208,610,297,120,71,11,62,7,15,15,21,"A1F"
141593,76,1,5,"F",38,174,725,322,120,103,36,219,19,18,15,4.00000000000011,"A1F"
141594,38,0,2,"F",39,259,684,382,140,66,12,85,9,25,25,24,"A1G"
141597,72,0,1,"M",42,206,513,315,120,35,13,105,13,11,6,16.0000000000001,"S4E"
141600,35,NA,NA,"F",35,379,328,173,118,32,13,52,3,40,40,18,"A2G"
141602,70,1,1,"M",39,174,626,263,120,62,10,77,17,10,4,23.0000000000001,"S3D"
141607,83,1,2,"M",47,163,312,268,120,79,13,209,16,30,30,17.0000000000001,"A1G"
141610,46,NA,NA,"M",41,219,322,233,120,64,13,135,8,24,24,18,"A1F"
141612,50,1,2,"F",42,128,540,107,116,41,27,90,5,25,10,5.00000000000006,"A1F"
141613,53,1,6,"U",38,243,721,444,120,50,7,176,12,25,25,24,"A1G"
141615,75,0,2,"F",50,167,387,161,120,44,9,45,3,25,25,26.0000000000001,"A1G"
141618,70,NA,5,"M",45,149,547,293,120,63,12,70,13,10,5,18,"A3D"
141621,58,1,5,"F",40,200,1197,375,121,28,12,34,5,10,10,20.0000000000001,"A3E"
141622,67,NA,NA,"F",33,178,1395,283,120,46,13,55,12,9,5,15,"S4D"
141624,55,1,2,"F",47,179,470,208,120,65,12,87,16,10,10,18,"A1E"
141630,61,1,5,"F",36,176,1458,230,120,25,13,40,4,20,5,17.0000000000001,"A3F"
141633,77,1,3,"M",54,160,787,349,127,41,13,48,5,15,12,20.0000000000001,"A2F"
141634,66,1,1,"M",40,286,1832,303,120,63,11,116,10,17,15,25.0000000000001,"A1F"
141636,45,1,5,"M",34,387,377,160,89,52,13,162,12,17,17,19.0000000000001,"A3F"
141637,47,1,5,"F",40,223,879,443,120,13,11,23,1,23,23,15,"F1F"
141638,50,1,2,"M",39,157,984,282,133,25,14,45,4,20,10,16.0000000000001,"N4F"
141641,71,0,3,"M",42,189,655,361,120,38,6,119,7,20,18,27,"A1F"
141645,50,1,4,"F",42,161,1643,365,120,46,13,69,5,20,20,18,"A1F"
141648,40,1,7,"M",38,269,1107,568,160,88,24,130,18,10,10,4.00000000000011,"S3E"
141650,22,0,1,"F",42,190,713,262,120,23,13,40,3,15,15,18,"N3F"
141651,86,1,2,"F",33,143,398,137,120,47,7,103,22,10,10,18,"S2E"
141652,80,1,3,"F",42,201,435,310,120,16,11,25,1,25,25,21,"F1G"
141654,40,1,7,"F",33,266,786,514,145,57,11,53,16,6,6,21,"S3D"
141658,78,1,1,"M",45,145,532,162,120,20,15,36,3,16,16,16.0000000000001,"N3F"
141660,62,NA,NA,"F",50,206,3801,1077,160,39,7,128,11,25,10,19.0000000000001,"A2G"
141663,66,NA,NA,"F",43,180,2967,509,140,58,13,156,10,23,20,19.0000000000001,"S2F"
141664,65,1,5,"F",53,146,927,368,125,33,12,42,4,20,20,18,"A1F"
141665,92,1,7,"M",52,160,5489,640,160,17,11,25,1,25,25,21,"F1G"
141668,53,NA,NA,"F",39,257,1392,586,154,30,10,35,3,20,20,26.0000000000001,"A1F"
141669,54,1,7,"M",38,261,1020,432,120,31,12,37,4,15,15,18,"A2F"
141670,44,1,3,"F",43,179,719,253,122,14,12,25,1,25,25,16.0000000000001,"F1G"
141675,57,1,6,"M",45,225,1240,642,153,15,7,20,1,20,20,24,"N1F"
141676,72,1,5,"F",42,205,4250,542,152,90,29,293,12,29,27,10.0000000000001,"A2G"
141692,64,1,4,"M",42,229,627,326,120,45,10,59,6,15,15,24,"A1F"
141693,82,1,6,"M",46,152,5722,707,160,49,13,76,6,20,20,24,"A2F"
141703,88,0,1,"F",41,120,788,200,120,64,12,78,17,7,5,18,"S3D"
141704,71,NA,NA,"F",46,181,5846,770,160,59,12,180,9,25,25,24,"S2G"
141708,56,NA,NA,NA,39,190,520,219,120,62,8,168,31,20,20,19.0000000000001,"S2F"
141719,36,0,4,"F",39,253,856,458,120,12,10,20,1,20,20,18,"F1F"
141725,85,0,2,"M",51,131,518,153,120,75,9,307,38,10,5,18,"S3D"
141726,68,1,1,"M",46,135,330,108,120,21,13,70,2,50,50,18,"N2G"
141728,51,NA,NA,"F",37,225,812,409,128,47,14,86,6,25,25,18,"A1G"
141732,72,1,7,"M",36,289,772,464,139,51,14,160,18,12,12,17.0000000000001,"S4E"
141737,40,0,2,"F",41,224,477,344,120,57,10,73,9,20,20,26.0000000000001,"A1F"
141741,81,1,5,"M",38,203,594,311,120,80,14,315,36,12,10,16.0000000000001,"S4E"
141748,85,0,4,"M",42,243,733,463,127,56,13,101,8,25,15,20.0000000000001,"A2G"
141752,87,1,2,"F",43,201,601,313,120,82,11,146,43,6,4,15,"S4D"
141755,70,NA,NA,NA,37,180,906,220,135,38,9,58,7,11,11,16.0000000000001,"A3E"
141761,85,NA,5,"F",39,111,3500,385,160,16,11,35,2,25,10,15,"N1G"
141765,53,0,5,"M",38,211,707,443,137,39,14,90,5,25,20,19.0000000000001,"A3G"
141767,49,NA,NA,"M",36,143,3370,342,130,58,15,273,9,35,31,18,"A1G"
141776,54,1,3,"M",44,155,808,213,120,69,14,139,18,11,10,16.0000000000001,"S2E"
141781,42,NA,NA,"F",42,268,955,417,120,54,13,67,6,17,15,18,"A1F"
141782,76,1,4,"M",33,146,949,320,140,53,13,104,10,15,15,19.0000000000001,"A3F"
141783,42,1,4,"F",36,200,782,396,120,24,12,35,5,10,7,21,"A4D"
141784,49,1,7,"M",39,284,3930,790,145,56,12,91,8,25,25,18,"A1G"
141786,70,1,2,"F",43,173,494,321,120,69,12,62,22,5,5,18,"S3D"
141787,76,1,3,"F",47,130,743,311,139,59,15,149,6,30,29,18,"A1G"
141791,27,1,4,"M",41,193,374,258,120,48,13,87,12,9,8,18,"S4D"
141794,70,0,1,"F",41,128,1089,166,120,45,20,88,6,25,25,9,"A2F"
141795,57,1,3,"F",45,175,1236,525,160,49,13,179,5,50,42,17.0000000000001,"A1G"
141802,82,0,2,"F",46,148,554,243,120,65,12,107,8,35,10,20.0000000000001,"A2E"
141810,50,0,2,"M",37,128,906,296,130,28,12,34,6,10,10,18,"A3E"
141811,77,0,6,"F",41,183,433,274,120,69,11,142,12,17,17,19.0000000000001,"A1F"
141817,72,1,3,"F",47,194,364,217,105,56,14,109,7,25,25,17.0000000000001,"A2G"
141823,57,1,3,"F",41,130,802,167,136,56,13,202,15,20,15,18,"A3F"
141824,82,0,2,"F",45,172,400,243,120,53,7,160,25,10,8,19.0000000000001,"S3E"
141830,79,1,7,"F",45,166,3468,620,157,61,13,112,11,15,12,19.0000000000001,"A2E"
141833,56,1,3,"M",39,199,551,231,120,39,13,85,5,25,25,21,"A1G"
141834,67,1,5,"F",37,230,2726,573,140,61,22,106,9,20,15,4.00000000000011,"A1F"
141836,34,1,4,"F",35,153,1015,201,120,22,12,28,5,8,6,18,"A4D"
141837,57,0,6,"F",39,234,702,432,120,14,12,25,1,25,25,16.0000000000001,"F1G"
141842,70,1,6,"F",38,288,2698,628,140,68,13,205,12,36,30,21,"A1G"
141843,71,1,4,"M",38,187,752,377,127,49,12,60,6,15,15,15,"A1E"
141844,46,1,4,"M",45,153,735,276,120,34,11,27,3,15,15,20.0000000000001,"A1F"
141850,50,1,4,"F",43,240,2198,817,160,17,9,25,1,25,25,24,"N1G"
141851,46,1,6,"F",38,269,1344,474,128,65,12,69,10,15,15,16.0000000000001,"A1F"
141854,83,0,6,"F",40,248,483,331,120,100,15,323,35,12,10,22.0000000000001,"S2E"
141857,57,1,5,"F",33,205,660,325,140,67,13,83,8,20,20,17.0000000000001,"A1F"
141869,39,1,4,"F",32,319,645,301,120,47,13,40,12,5,4,15,"S3D"
141872,91,0,4,"U",41,181,1468,589,160,71,12,150,13,20,12,19.0000000000001,"A1E"
141878,65,1,5,"M",39,239,359,195,112,67,9,107,20,11,11,26.0000000000001,"A1E"
141880,55,1,5,"F",37,139,1359,302,123,76,12,114,17,10,10,21,"S3E"
141884,79,1,2,"F",33,153,572,204,128,41,13,120,14,11,10,15,"S4E"
141886,87,1,2,"F",51,83,1715,223,139,67,14,153,13,16,15,19.0000000000001,"S4F"
141889,41,1,2,"M",42,163,561,363,127,40,13,50,4,20,15,17.0000000000001,"A1F"
141894,72,1,2,"F",51,121,505,196,120,25,13,54,8,10,10,17.0000000000001,"A4E"
141895,72,1,4,"F",49,187,1485,457,140,64,13,96,10,15,15,19.0000000000001,"A1F"
141896,53,1,1,"F",36,243,242,159,120,27,13,26,6,6,6,15,"A4D"
141899,68,NA,NA,"F",35,185,407,157,120,45,12,95,7,25,25,17.0000000000001,"A2G"
141901,76,1,6,"F",36,197,867,357,120,62,8,70,16,7,6,15,"S3D"
141902,44,1,4,"F",38,241,1468,351,120,65,13,191,16,18,18,19.0000000000001,"A1F"
141903,78,0,4,"M",46,181,892,366,139,49,12,57,12,8,7,18,"S3D"
141904,63,0,3,"M",48,293,478,317,120,56,14,187,11,25,25,18,"A4G"
141914,38,NA,NA,"F",43,209,2705,579,140,55,13,74,8,17,17,19.0000000000001,"A2F"
141918,62,1,6,"F",36,159,584,291,120,53,12,61,5,25,25,21,"A1G"
141922,78,0,3,"M",56,151,1069,214,120,13,8,15,1,15,15,21,"F1F"
141923,54,1,7,"F",49,175,5735,540,160,51,13,105,4,30,30,19.0000000000001,"A1G"
141932,41,0,2,"M",32,77,2442,308,160,36,13,76,6,16,15,15,"A2E"
141933,76,NA,2,"F",0,0,0,0,0,52,13,82,8,14,14,17.0000000000001,"A3E"
141941,67,0,5,"F",43,187,358,146,120,48,12,61,6,20,20,15,"A2F"
141944,52,NA,NA,"M",51,155,3908,323,127,53,10,110,6,25,15,18,"A1F"
141946,82,1,6,"F",44,182,1406,590,160,23,11,30,2,15,15,16.0000000000001,"A1F"
141947,62,NA,5,"F",39,216,647,366,135,65,9,141,14,15,10,26.0000000000001,"A1E"
141948,54,1,4,"F",44,177,840,303,125,66,13,82,19,6,5,15,"S4D"
141950,46,0,7,"M",39,193,648,273,120,13,8,15,1,15,15,21,"F1F"
141952,84,NA,NA,"F",33,235,869,433,140,121,24,669,56,20,17,21,"S4F"
141954,60,1,4,"F",43,151,443,234,120,77,13,211,32,12,11,19.0000000000001,"S3E"
141956,58,1,6,"F",40,185,637,352,127,40,11,46,4,15,15,19.0000000000001,"A1F"
141958,72,1,5,"M",50,165,720,241,120,62,13,86,12,10,10,18,"A4E"
141972,76,1,7,"M",48,139,4114,719,160,29,13,55,2,30,30,19.0000000000001,"A1G"
141973,63,1,5,"F",37,190,300,66,99,67,11,126,12,17,17,17.0000000000001,"A1F"
141980,42,0,1,"F",39,187,314,231,120,18,13,22,3,10,10,15,"N2D"
141981,89,0,4,"F",41,202,558,377,120,82,13,209,21,25,25,18,"A1G"
141985,73,1,3,"M",55,158,666,208,120,54,11,75,7,15,15,22.0000000000001,"A1F"
141986,45,1,7,"U",42,103,855,427,152,74,15,144,11,21,21,17.0000000000001,"A1F"
141993,58,1,6,"F",35,285,1599,417,120,73,12,149,17,14,14,20.0000000000001,"A1E"
141998,51,1,7,"M",39,296,1820,658,158,41,9,40,3,15,15,25.0000000000001,"A1F"
142002,47,1,6,"M",37,245,719,483,140,61,13,170,11,21,21,18,"S2F"
142009,75,1,6,"F",53,159,735,366,120,16,11,55,2,30,30,16.0000000000001,"N2G"
142010,71,1,4,"M",40,204,451,262,120,47,11,64,5,17,17,20.0000000000001,"A1F"
142012,64,1,7,"M",45,208,995,505,120,67,12,167,11,25,13,15,"A2E"
142013,62,1,4,"F",39,193,443,289,120,53,13,162,6,50,35,18,"A2G"
142018,68,NA,NA,"M",53,152,366,182,120,75,16,129,22,10,10,18,"S2E"
142019,90,NA,5,"M",46,169,377,175,120,103,28,238,33,23,15,20.0000000000001,"S4F"
142020,42,0,1,"F",39,202,515,182,117,60,7,189,15,17,17,22.0000000000001,"S2F"
142027,83,1,3,"F",53,155,978,411,140,59,11,63,13,7,5,17.0000000000001,"S4D"
142031,58,1,4,"F",35,305,1833,305,120,71,13,111,34,6,5,17.0000000000001,"S4D"
142046,43,1,5,"M",42,245,602,447,120,77,12,223,26,13,5,18,"S3E"
142047,35,0,5,"U",41,241,2770,494,120,33,16,35,3,15,15,18,"F1F"
142049,39,1,4,"F",44,181,800,350,120,54,12,77,7,15,15,18,"A1F"
142055,37,1,4,"F",37,138,690,264,136,50,14,95,10,15,10,18,"A4F"
142056,41,NA,NA,"M",41,131,5000,569,160,44,12,50,3,25,25,25.0000000000001,"A1G"
142057,41,1,2,"M",39,209,342,199,120,115,22,285,36,10,10,15,"S2E"
142058,33,1,5,"F",39,182,483,347,120,24,10,34,2,19,19,18,"A1F"
142061,90,0,2,"F",46,153,514,252,137,49,7,209,22,15,15,23.0000000000001,"S3F"
142063,60,1,4,"M",41,206,416,208,120,21,13,31,4,11,5,15,"N3E"
142067,73,1,2,"F",45,226,933,536,127,65,13,150,10,20,20,19.0000000000001,"A1F"
142075,72,NA,NA,"F",41,197,400,197,120,41,12,58,7,15,15,23.0000000000001,"A1F"
142076,90,0,1,"F",38,86,1341,196,135,76,11,113,21,10,10,18,"A1E"
142085,35,1,6,"F",37,228,721,245,120,19,13,35,2,20,20,16.0000000000001,"N2F"
142086,68,0,2,"F",72,108,1250,169,120,44,13,87,10,12,10,18,"S4E"
142091,79,1,2,"M",33,186,788,217,125,74,21,159,18,25,25,10.0000000000001,"A1E"
142092,65,1,6,"F",37,315,4841,1015,160,35,10,31,3,15,15,23.0000000000001,"A1F"
142098,80,1,2,"M",45,210,1032,472,120,45,11,105,7,20,20,25.0000000000001,"A1F"
142100,80,1,5,"F",64,124,735,268,120,87,23,223,28,15,15,14.0000000000001,"S3E"
142110,54,1,5,"M",40,240,886,463,120,59,11,156,16,14,14,25.0000000000001,"S2E"
142113,47,0,5,"M",43,260,827,569,140,61,15,114,9,15,15,17.0000000000001,"S2F"
142115,58,1,3,"M",57,156,970,429,140,93,28,183,14,25,0,5.00000000000006,"A1F"
142121,60,1,6,"F",43,241,2092,625,141,35,10,61,6,20,20,18,"A2F"
142122,84,1,1,"F",50,173,835,383,126,54,10,63,8,16,16,26.0000000000001,"A1F"
142123,36,1,5,"F",38,208,758,201,120,40,10,45,3,20,20,26.0000000000001,"A1F"
142124,83,1,5,"F",34,159,2677,330,120,55,13,340,9,50,50,22.0000000000001,"A2G"
142127,40,1,3,"U",42,174,515,246,120,31,9,35,3,25,25,25.0000000000001,"A1G"
142130,72,1,3,"M",44,159,334,175,120,75,12,155,22,12,12,19.0000000000001,"A1E"
142136,34,1,7,"F",45,178,862,364,135,15,10,15,1,15,15,20.0000000000001,"F1F"
142139,52,0,3,"M",38,195,708,456,121,26,13,72,6,20,13,15,"A4F"
142141,35,1,2,"M",43,208,587,320,136,11,9,15,1,15,15,15,"F1F"
142145,34,1,5,"F",59,136,1125,313,141,19,10,25,1,25,25,23.0000000000001,"N1G"
142146,33,1,5,"M",40,176,1083,540,142,25,10,26,2,16,16,20.0000000000001,"A1F"
142148,49,0,1,"M",43,197,454,213,120,39,11,71,6,20,15,24,"A1F"
142154,92,1,6,"M",43,152,924,254,137,54,13,85,17,5,5,21,"S3D"
142155,71,1,4,"F",39,148,471,299,120,62,12,89,20,6,3,19.0000000000001,"S4D"
142158,32,1,2,"F",41,188,1265,285,120,51,13,78,8,15,13,16.0000000000001,"S2E"
142165,62,NA,NA,"M",48,165,386,249,120,23,13,33,5,10,10,15,"A3E"
142166,74,1,2,"F",47,156,1125,288,120,29,18,84,7,20,20,5.00000000000006,"A4E"
142168,42,1,6,"M",39,224,859,410,126,13,10,18,1,18,18,16.0000000000001,"F1F"
142172,82,NA,NA,"F",38,244,834,340,120,64,11,148,11,18,15,26.0000000000001,"S2F"
142173,50,NA,6,"M",0,0,0,0,0,110,21,226,19,17,17,20.0000000000001,"A1F"
142175,74,1,7,"M",43,219,976,483,136,27,10,35,3,15,15,17.0000000000001,"A1F"
142178,23,0,5,"M",33,152,778,316,140,13,10,20,1,20,20,17.0000000000001,"F1F"
142181,48,1,2,"F",41,193,423,267,120,23,13,52,4,20,12,16.0000000000001,"A3F"
142182,47,0,4,"F",40,236,789,378,120,27,14,120,2,100,20,26.0000000000001,"A1F"
142190,58,1,7,"M",48,229,3419,502,120,23,14,110,2,60,60,16.0000000000001,"N2G"
142191,87,1,2,"M",42,200,664,289,120,43,7,63,8,20,20,17.0000000000001,"A1F"
142192,83,1,2,"F",42,176,606,232,120,65,5,144,20,12,12,18,"A1E"
142202,80,1,6,"F",40,267,2549,610,140,77,15,195,25,15,15,16.0000000000001,"S3F"
142211,44,1,7,"M",38,292,1793,608,140,23,13,27,3,15,15,17.0000000000001,"A2F"
142212,73,1,7,"F",38,216,439,211,120,34,11,42,4,15,15,18,"A1F"
142214,66,1,6,"F",38,305,1028,336,127,14,11,25,1,25,25,17.0000000000001,"F1G"
142215,96,1,4,"M",37,213,2333,458,123,60,12,117,6,30,30,21,"A1G"
142216,45,NA,NA,NA,47,229,830,556,120,30,12,54,4,15,13,24,"A2F"
142219,34,1,4,"F",42,197,781,388,120,66,35,197,13,20,0,5.00000000000006,"A1F"
142220,62,0,2,"M",41,197,427,204,120,56,13,83,6,20,20,18,"A1F"
142224,49,1,3,"M",49,152,435,219,120,21,12,26,3,14,14,19.0000000000001,"N3E"
142228,51,1,4,"F",39,227,763,364,135,25,12,38,2,25,25,25.0000000000001,"A1G"
142229,63,1,7,"M",40,228,713,531,160,33,10,51,3,19,19,25.0000000000001,"A1F"
142230,36,0,3,"M",44,183,512,317,120,27,13,85,3,55,55,17.0000000000001,"A2G"
142238,64,1,4,"F",35,229,525,149,108,79,15,276.75,13,35,9.75,19.0000000000001,"A3G"
142241,71,1,2,"M",34,293,742,300,140,39,12,50,8,10,10,15,"A3E"
142254,94,0,2,"M",42,213,1627,409,120,52,13,95,7,20,15,15,"A2F"
142255,58,1,5,"F",39,246,693,419,120,21,11,25,2,15,15,18,"A1F"
142258,70,1,1,"M",36,181,1118,339,123,61,13,101,10,14,12,19.0000000000001,"S2E"
142260,71,1,2,"F",46,140,397,76,120,60,18,87,8,15,15,15,"A1F"
142264,36,NA,NA,"F",41,189,661,321,120,68,13,152,17,15,12,15,"A1E"
142268,40,1,5,"M",41,210,650,423,120,15,10,20,1,20,20,21,"F1F"
142269,39,0,4,"F",35,220,703,295,120,31,12,51,7,9,9,15,"A3D"
142277,55,1,3,"M",40,203,699,330,120,57,13,63,5,20,20,18,"A1F"
