"ID","DONR","DAMT","AGE","HOME","HINC","GENDER","MEDAGE","MEDPPH","MEDHVAL","MEDINC","MEDEDUC","NUMPROM","NUMPRM12","RAMNTALL","NGIFTALL","MAXRAMNT","LASTGIFT","TDON","RFA_96"
134877,0,0,66,1,3,"M",45,180,482,227,120,69,13,98,13,15,10,15,"A1F"
134898,0,0,34,NA,NA,"F",36,205,1877,315,120,13,11,15,1,15,15,16.0000000000001,"F1F"
134906,0,0,75,NA,NA,"M",43,200,567,296,120,65,13,93,12,12,12,20.0000000000001,"S3E"
134920,0,0,51,1,7,"F",44,191,1175,636,160,29,10,27,3,15,15,18,"A1F"
134945,0,0,56,1,7,"F",45,172,1730,502,151,65,13,110,8,21,21,17.0000000000001,"A1F"
134993,0,0,72,1,2,"F",47,152,1782,269,120,78,12,200,28,10,10,23.0000000000001,"S2E"
134999,0,0,66,1,6,"M",49,185,2976,580,140,23,11,50,3,20,10,19.0000000000001,"A2F"
135013,0,0,80,1,6,"F",44,160,5414,619,152,49,16,71,7,16,15,15,"A3F"
135044,0,0,37,NA,NA,"F",34,150,2979,305,131,22,10,25,2,15,15,18,"A1F"
135052,0,0,63,1,6,"M",39,236,832,323,120,60,12,60,9,20,20,18,"A1F"
135091,0,0,46,1,4,"M",36,191,1911,400,131,53,14,96,8,17,17,15,"A2F"
135117,0,0,61,NA,NA,NA,41,200,307,217,120,25,12,50,2,25,25,24,"A1G"
135131,0,0,82,1,7,"M",49,165,902,244,120,62,11,93,9,15,15,23.0000000000001,"A1F"
135140,1,21,80,NA,6,"M",54,116,1918,460,142,59,21,117,10,25,25,4.00000000000011,"A2F"
135159,0,0,77,1,4,"U",37,193,469,277,120,77,9,212,24,14,14,26.0000000000001,"A1E"
135178,0,0,88,0,7,"F",44,192,3239,909,160,64,10,173,20,13,10,18,"S2E"
135183,0,0,54,1,5,"M",40,230,662,408,130,23,9,25,2,20,20,26.0000000000001,"A1F"
135184,0,0,54,1,6,"M",36,218,626,362,140,14,12,23,1,23,23,16.0000000000001,"F1F"
135226,0,0,80,1,2,"F",35,158,654,245,120,36,14,40,4,15,13,17.0000000000001,"A2F"
135227,0,0,39,1,6,"M",44,183,577,214,120,22,10,40,2,20,20,20.0000000000001,"A1F"
135238,0,0,63,0,2,"M",43,170,436,160,120,26,13,67,3,25,22,20.0000000000001,"A2G"
135298,0,0,53,1,5,"M",38,223,1004,372,120,66,12,107,10,15,15,23.0000000000001,"A1F"
135299,0,0,62,NA,NA,"F",44,163,754,216,120,58,12,142,15,15,10,23.0000000000001,"A1E"
135313,0,0,48,1,6,"F",39,188,689,319,120,58,15,148,8,25,25,18,"A1G"
135320,0,0,77,NA,3,"F",56,104,1193,269,120,81,17,174,19,20,20,19.0000000000001,"F1D"
135322,0,0,34,1,3,"F",43,197,570,273,120,23,13,58,4,30,30,18,"A3G"
135348,0,0,82,1,2,"M",55,120,568,231,134,108,30,199,20,13,11,6,"S2E"
135361,0,0,86,0,5,"F",44,139,1527,416,140,58,13,121,15,10,10,16.0000000000001,"S2E"
135363,1,10,43,NA,NA,"F",50,175,1371,321,131,75,12,275,21,25,10,24,"A2E"
135364,0,0,68,1,2,"F",46,175,904,508,131,59,10,79,7,15,15,21,"A1F"
135373,0,0,70,0,3,"F",42,188,305,128,110,53,15,129,7,35,35,18,"A2G"
135379,0,0,37,1,4,"M",36,178,542,199,120,51,13,68,13,11,11,19.0000000000001,"S3E"
135387,0,0,42,1,6,"F",39,210,483,255,120,52,12,126,6,38,38,16.0000000000001,"A1G"
135395,0,0,43,1,7,"F",47,163,424,246,120,58,13,92,9,15,15,18,"A2F"
135428,0,0,72,1,1,"F",39,148,799,223,120,97,14,423,32,25,25,18,"S2G"
135433,0,0,67,1,1,"F",46,171,626,329,120,29,10,39,3,15,15,16.0000000000001,"A1F"
135434,0,0,60,NA,NA,"F",49,164,535,312,120,54,10,55,5,20,20,27,"A1F"
135441,0,0,71,NA,NA,"M",46,180,1091,330,126,76,13,360,25,25,25,18,"S2G"
135539,0,0,66,1,2,"F",40,192,357,165,120,86,26,119,14,20,20,27,"A1E"
135546,0,0,66,0,1,"M",38,157,833,210,120,28,12,40,4,10,10,18,"A3E"
135559,0,0,80,1,2,"F",49,177,683,429,131,42,14,62,7,10,10,16.0000000000001,"S4E"
135564,1,20,38,1,6,"M",37,283,1372,456,122,54,13,104,10,20,20,18,"A2F"
135590,0,0,40,0,4,"F",36,138,933,249,120,20,12,30,2,20,20,19.0000000000001,"N2F"
135602,0,0,90,1,6,"M",46,157,1127,502,140,83,14,340,34,25,25,16.0000000000001,"S4G"
135607,0,0,60,1,3,"F",41,197,680,339,128,35,13,66,6,16,10,16.0000000000001,"A2F"
135609,0,0,82,1,4,"F",49,157,318,203,120,72,12,75,16,10,10,18,"A1E"
135611,0,0,69,1,5,"F",76,90,759,231,120,70,13,180,10,25,25,18,"A1G"
135625,0,0,39,1,5,"M",39,187,1964,524,140,53,13,207,7,37,37,18,"A2G"
135637,0,0,44,0,2,"M",38,319,884,159,90,44,13,102,11,12,12,19.0000000000001,"S2E"
135660,0,0,77,NA,NA,"F",73,95,619,157,120,42,10,84,9,15,10,20.0000000000001,"A3E"
135681,0,0,50,NA,NA,"F",45,184,858,250,120,44,12,87,5,30,30,25.0000000000001,"A1G"
135706,0,0,80,1,4,"F",41,304,1154,671,160,77,14,120,20,10,9,18,"S3E"
135726,0,0,66,0,1,"F",33,389,1597,377,115,101,33,301,36,20,10,4.00000000000011,"A1E"
135732,0,0,49,NA,NA,"F",44,171,574,226,120,52,14,136,15,15,12,16.0000000000001,"A4F"
135742,0,0,55,0,3,"M",34,274,732,409,120,50,13,183,9,25,25,18,"S2G"
135744,0,0,38,NA,NA,"M",36,245,681,351,120,56,13,216,17,50,10,18,"S4F"
135752,0,0,71,1,2,"F",50,142,568,239,120,21,9,30,2,20,20,18,"A1F"
135754,1,10,89,1,6,"F",42,191,890,393,138,45,9,164,17,24,10,16.0000000000001,"S3F"
135757,0,0,43,1,5,"M",38,172,2001,329,140,46,11,48,8,12,5,18,"A3E"
135789,0,0,47,1,5,"F",42,162,373,301,123,51,12,78,7,16,15,16.0000000000001,"A1F"
135792,0,0,70,0,1,"F",45,122,359,153,120,60,15,121,16,13,13,16.0000000000001,"S4E"
135795,0,0,28,1,3,"M",38,218,777,324,134,27,14,42,5,10,6,15,"A3E"
135807,0,0,65,0,4,"M",0,0,0,0,0,62,25,68,9,12,7,23.0000000000001,"A4E"
135813,0,0,30,1,6,"F",41,301,1356,640,160,13,11,15,1,15,15,16.0000000000001,"F1F"
135840,0,0,42,1,2,"F",51,159,211,213,120,62,9,78,9,15,15,24,"A1F"
135860,0,0,72,1,2,"F",0,0,0,0,0,22,9,25,2,15,15,19.0000000000001,"A1F"
135869,0,0,42,0,7,"F",48,190,4548,786,160,28,11,41,3,20,20,23.0000000000001,"A1F"
135888,0,0,58,NA,NA,"M",40,180,417,198,120,55,11,46,8,15,15,18,"A1F"
135916,0,0,81,1,5,"F",39,176,1208,428,127,69,12,120,14,20,20,21,"A1F"
135922,0,0,74,NA,NA,"F",58,164,831,268,120,13,8,20,1,20,20,23.0000000000001,"N1F"
135937,0,0,56,1,7,"F",50,186,1192,649,152,54,7,153,13,16,15,22.0000000000001,"S2F"
135947,0,0,69,1,5,"F",43,160,974,381,131,64,12,133,11,14,14,15,"A1E"
135965,0,0,96,1,4,"M",43,220,2700,439,130,36,7,80,8,20,20,18,"A1F"
135969,0,0,79,1,3,"F",66,138,1196,414,130,65,15,149,8,30,30,18,"A1G"
135985,0,0,47,1,5,"M",41,196,417,264,120,32,13,36,3,20,20,18,"A1F"
135990,0,0,53,1,6,"F",40,176,917,363,140,25,14,55,4,15,15,18,"A3F"
135999,0,0,66,1,2,"M",57,152,822,225,120,34,11,32,3,15,15,23.0000000000001,"A1F"
136023,0,0,52,1,7,"F",41,270,760,518,120,28,12,50,3,20,20,18,"A1F"
136045,0,0,48,1,4,"M",45,155,1500,282,120,13,8,15,1,15,15,22.0000000000001,"N1F"
136060,0,0,54,NA,NA,"F",38,278,906,541,132,50,14,70,8,20,10,18,"S2E"
136066,0,0,78,NA,NA,"M",40,214,811,321,120,59,15,89,8,15,15,18,"A2F"
136090,0,0,77,1,2,"F",44,166,956,346,120,31,8,55,7,10,10,17.0000000000001,"A3E"
136102,0,0,36,1,2,"F",40,208,488,237,120,30,10,25,3,15,15,19.0000000000001,"A1F"
136120,0,0,38,1,4,"F",41,243,2724,607,140,57,13,127,8,20,17,17.0000000000001,"A1F"
136163,0,0,43,1,5,"M",38,253,1283,597,160,47,12,105,9,20,20,17.0000000000001,"S2F"
136174,1,8,64,0,4,"M",43,209,338,220,120,53,13,76,11,9,9,18,"S4D"
136175,0,0,47,1,4,"F",37,262,694,375,128,34,12,46,3,20,20,22.0000000000001,"A1F"
136183,0,0,78,NA,NA,"M",43,185,1408,397,137,54,13,138,15,15,11,18,"S3E"
136192,0,0,65,1,5,"F",47,234,3151,615,142,17,11,53,1,53,53,21,"F1G"
136194,0,0,81,NA,NA,"F",37,209,2568,567,140,46,6,96,14,15,15,19.0000000000001,"A1F"
136212,0,0,39,NA,NA,"F",40,200,312,124,114,44,12,43,4,20,20,16.0000000000001,"A1F"
136236,0,0,51,1,5,"M",55,165,283,206,120,33,11,47,4,15,15,18,"A1F"
136247,0,0,50,1,7,"U",40,136,3844,457,160,78,28,227,13,40,40,6,"A2F"
136252,0,0,67,1,1,"F",41,213,594,293,120,58,15,101,5,30,30,18,"A1G"
136287,0,0,68,1,3,"M",34,211,1543,407,120,46,13,109,9,20,10,18,"S2F"
136294,0,0,61,NA,NA,"M",40,260,609,354,123,67,14,197,26,25,10,17.0000000000001,"S4E"
136295,0,0,45,1,4,"M",33,223,538,225,120,28,12,75,10,10,10,21,"A4E"
136299,0,0,58,0,3,"M",43,140,446,150,120,33,11,35,3,15,15,19.0000000000001,"A1F"
136311,0,0,37,1,6,"M",38,287,1795,679,156,40,13,73,6,25,25,18,"A1G"
136322,0,0,79,0,2,"F",38,210,435,234,120,73,12,154,17,12,10,19.0000000000001,"A1E"
136344,0,0,46,1,4,"M",44,178,307,216,120,29,10,21,2,15,15,26.0000000000001,"A1F"
136382,0,0,51,0,4,"F",38,277,1100,470,147,48,14,125,5,25,25,17.0000000000001,"A1G"
136399,0,0,77,1,5,"F",40,161,2401,329,138,53,13,106,4,29,29,18,"A1G"
136426,1,21,82,1,4,"J",40,228,896,471,140,55,7,92,8,20,17,21,"A1F"
136434,0,0,56,1,5,"F",44,171,663,314,120,15,4,26,2,16,16,24,"A1F"
136449,0,0,44,0,1,"F",49,186,719,390,120,72,26,95,8,25,25,18,"A1G"
136454,0,0,96,1,7,"M",41,288,2663,586,128,70,13,88,15,10,5,19.0000000000001,"S3E"
136486,0,0,91,0,2,"F",33,67,925,107,140,46,8,152.5,25,8,7,18,"S4D"
136502,0,0,38,1,4,"M",36,188,481,193,120,50,13,75,8,10,10,17.0000000000001,"A4E"
136529,0,0,42,1,7,"M",41,190,962,294,140,57,13,85,7,17,17,18,"A2F"
136550,0,0,34,1,4,"F",35,151,669,318,140,61,13,723,24,46,43,20.0000000000001,"S3G"
136575,1,20,48,1,7,"F",37,169,1387,442,140,24,12,41,3,20,20,19.0000000000001,"A1F"
136596,0,0,85,1,4,"M",38,261,790,421,128,74,15,215,11,25,20,15,"A4G"
136624,0,0,59,1,6,"F",38,261,642,404,128,75,13,213,17,20,10,15,"S2F"
136648,0,0,54,1,4,"M",41,157,2404,447,163,57,13,163,7,32,32,19.0000000000001,"A2G"
136657,0,0,51,1,4,"M",39,172,683,449,140,118,29,240,22,20,20,10.0000000000001,"A1F"
136660,0,0,80,1,5,"M",45,207,1068,357,120,64,13,379,11,50,25,18,"S2G"
136661,0,0,60,1,4,"M",38,275,571,268,120,59,13,91,6,30,30,21,"A1G"
136667,0,0,88,0,1,"F",43,160,309,121,120,66,14,203,27,15,10,17.0000000000001,"S4F"
136684,0,0,70,0,7,"M",37,229,545,435,140,72,12,230,21,25,25,25.0000000000001,"A1G"
136686,0,0,34,1,3,"M",36,242,2611,475,137,44,12,73,8,15,10,19.0000000000001,"A2F"
136699,0,0,65,1,7,"F",43,188,1342,472,140,74,25,101,12,14,10,16.0000000000001,"S2E"
136728,0,0,83,1,2,"F",36,159,510,256,133,64,10,68,15,6,5,22.0000000000001,"S3D"
136735,0,0,42,0,4,"F",41,187,603,254,120,73,11,181,20,15,10,18,"A1E"
136800,0,0,24,1,2,"M",33,148,538,200,125,13,10,15,1,15,15,17.0000000000001,"F1F"
136802,0,0,37,0,2,"M",41,211,660,266,120,13,8,15,1,15,15,21,"F1F"
136812,0,0,48,1,5,"M",38,173,391,220,120,16,12,25,1,25,25,20.0000000000001,"F1G"
136820,0,0,75,0,3,"F",45,184,338,195,120,48,13,88,16,10,10,18,"S3E"
136833,1,20,68,NA,NA,NA,41,205,735,439,120,62,13,80,7,20,10,5.00000000000006,"A1F"
136837,0,0,36,NA,NA,"F",38,160,876,317,120,12,10,20,1,20,20,18,"F1F"
136844,0,0,74,NA,NA,"F",34,161,588,256,140,52,12,109,10,14,14,15,"A2E"
136846,0,0,37,1,7,"F",52,153,2759,500,160,17,9,25,1,25,25,24,"N1G"
136860,0,0,70,1,2,"U",42,180,761,325,120,51,13,68,6,19,19,18,"A1F"
136861,0,0,50,1,5,"M",39,168,1463,437,136,26,14,58,4,25,15,18,"A3F"
136867,0,0,62,1,7,"F",39,219,683,194,120,19,14,26,2,16,16,16.0000000000001,"N2F"
136871,0,0,63,1,5,"M",35,141,2169,368,140,64,13,111,16,10,10,18,"S4E"
136878,0,0,42,0,7,"M",42,143,725,167,120,44,13,67,5,16,16,24,"A1F"
136882,0,0,66,1,4,"F",46,152,489,250,120,64,13,131,17,20,20,18,"A1F"
136889,0,0,58,0,7,"F",48,180,268,143,111,24,12,39,3,15,14,15,"A1F"
136918,0,0,92,1,7,"M",38,242,1397,541,160,67,13,120,13,12,10,15,"A1E"
136925,0,0,53,0,3,"F",39,183,887,389,137,60,13,68,7,20,20,18,"A1F"
136936,0,0,91,1,2,"F",41,164,498,168,120,99,17,265,15,25,23,19.0000000000001,"A1F"
136939,0,0,79,1,4,"F",42,164,1396,295,120,63,12,74,11,12,12,18,"S2E"
136968,0,0,77,1,3,"F",33,175,873,373,140,67,14,111,15,12,12,16.0000000000001,"A3E"
136984,0,0,66,1,4,"F",50,142,723,290,123,23,11,25.09,2,20.09,20.09,17.0000000000001,"A1F"
136999,0,0,54,NA,3,"M",37,236,866,463,120,22,14,35,2,25,25,18,"N2G"
137044,0,0,46,1,5,"M",37,212,992,438,140,15,7,15,1,15,15,24,"N1F"
137050,0,0,62,1,6,"F",43,309,3537,539,140,23,11,30,2,20,20,18,"A1F"
137058,0,0,87,1,1,"F",40,234,842,377,131,38,13,47,5,20,20,18,"A1F"
137059,0,0,48,1,5,"F",37,308,1050,554,140,14,11,25,1,25,25,17.0000000000001,"F1G"
137065,0,0,86,0,3,"M",43,172,533,332,120,82,29,131,14,17,10,6,"A2F"
137070,0,0,72,NA,NA,NA,54,144,513,168,120,63,15,188,20,12,11,20.0000000000001,"S3E"
137074,0,0,42,1,6,"F",37,261,1504,449,131,24,9,30,2,15,15,25.0000000000001,"A1F"
137081,0,0,74,0,2,"M",46,172,409,195,120,66,8,1090.07,42,50,50,15,"S4G"
137102,0,0,64,1,5,"M",40,218,626,311,120,49,12,54,10,11,3,16.0000000000001,"A4E"
137103,0,0,86,1,5,"F",40,160,738,277,129,68,12,152,28,10,8,19.0000000000001,"S2E"
137128,0,0,78,1,7,"F",43,176,1597,477,148,22,12,32,3,12,12,20.0000000000001,"N3E"
137138,0,0,79,1,5,"F",34,171,2042,520,140,67,10,78,7,20,20,26.0000000000001,"A1F"
137139,0,0,83,1,3,"F",44,181,369,251,120,100,36,245,21,17,15,5.00000000000006,"A1F"
137143,0,0,90,0,4,"F",44,185,602,304,120,13,10,15,1,15,15,16.0000000000001,"F1F"
137154,0,0,57,0,6,"M",41,168,470,305,120,82,12,251,25,20,20,19.0000000000001,"S3F"
137162,0,0,71,NA,NA,"M",43,184,504,349,134,55,12,64,12,10,10,20.0000000000001,"S2E"
137185,1,5,62,0,1,"F",38,169,664,212,120,72,13,101,17,8,5,18,"A4D"
137189,0,0,68,1,4,"F",39,259,684,382,140,51,13,188,8,50,20,22.0000000000001,"A2G"
137202,0,0,33,NA,NA,"F",41,188,502,233,120,53,14,89,7,25,25,16.0000000000001,"A1G"
137224,0,0,80,0,4,"M",40,155,672,275,120,22,12,28,4,10,10,18,"A3E"
137233,0,0,42,1,6,"M",40,313,2722,982,160,64,13,112,9,20,20,17.0000000000001,"A1F"
137237,0,0,37,1,6,"M",42,204,647,345,120,33,10,29,4,16,16,25.0000000000001,"A1F"
137240,0,0,75,1,2,"M",61,146,542,189,120,68,11,113.07,20,9,7,19.0000000000001,"S3D"
137241,0,0,75,1,4,"F",39,200,1099,404,129,18,5,27,3,15,15,19.0000000000001,"A1F"
137248,0,0,54,1,5,"F",54,154,688,236,120,32,13,109,8,20,14,20.0000000000001,"S4F"
137250,0,0,50,1,5,"F",34,239,654,355,120,39,13,70,8,11,9,20.0000000000001,"A3E"
137256,0,0,90,0,5,"F",41,237,720,455,157,44,30,86,6,17,12,12,"A2F"
137273,0,0,50,NA,NA,"M",36,176,805,317,120,14,11,25,2,15,10,16.0000000000001,"N2F"
137293,0,0,78,0,1,"F",39,135,614,197,129,29,9,30,3,15,15,25.0000000000001,"A1F"
137313,0,0,83,NA,NA,NA,48,162,463,190,120,45,13,57,6,12,10,17.0000000000001,"A3E"
137416,0,0,55,1,7,"M",41,198,812,316,140,30,10,30,3,15,15,18,"A1F"
137429,0,0,67,1,6,"M",39,226,524,240,120,55,16,101,11,12,12,18,"A3E"
137430,0,0,91,0,6,"F",41,179,2253,830,160,103,25,376,43,27,25,19.0000000000001,"S2G"
137434,1,10,86,1,4,"F",45,154,1621,391,140,64,12,56,12,10,10,19.0000000000001,"A3E"
137435,0,0,76,0,6,"M",41,198,1907,442,140,33,12,45,3,20,20,24,"A1F"
137472,0,0,74,1,2,"M",44,184,849,202,120,28,12,47,4,15,15,22.0000000000001,"A3F"
137490,0,0,82,0,1,"F",67,57,550,55,120,67,9,116.5,23,10,10,24,"A1E"
137495,0,0,96,1,6,"M",42,225,768,458,135,77,14,168,8,30,30,23.0000000000001,"A1G"
137508,0,0,79,0,3,"M",39,122,648,230,129,98,30,176,31,25,15,15,"S4G"
137513,0,0,74,1,2,"M",41,191,393,194,120,65,13,122,9,17,17,18,"A2F"
137537,0,0,34,1,7,"M",35,241,2395,630,160,14,10,20,1,20,20,17.0000000000001,"F1F"
137538,0,0,58,1,5,"F",38,139,299,175,120,26,14,47,4,15,12,15,"A2F"
137614,0,0,82,1,2,"F",40,100,355,202,120,60,13,185,37,7,5,15,"S4D"
137621,0,0,72,1,5,"F",43,191,974,340,120,56,12,85,8,20,20,15,"A1F"
137641,0,0,51,1,3,"M",50,168,249,192,120,65,11,128,20,10,10,22.0000000000001,"A1E"
137683,0,0,64,1,5,"M",48,179,1390,523,153,17,9,25,1,25,25,24,"N1G"
137685,0,0,72,0,1,"F",48,178,2156,396,120,81,28,186,12,21,21,18,"A3F"
137699,0,0,80,0,4,"F",37,198,653,327,128,74,13,176,11,25,24,18,"A1F"
137707,0,0,96,1,2,"F",39,250,2335,616,140,79,13,212,28,13,10,18,"S2E"
137712,0,0,40,1,7,"F",39,180,973,459,120,52,11,71,6,20,20,20.0000000000001,"A1F"
137729,0,0,81,1,5,"M",35,208,538,293,135,33,13,80,6,22,20,19.0000000000001,"A1F"
137732,0,0,85,1,5,"F",45,164,2194,368,140,62,9,164,19,12,12,26.0000000000001,"A1E"
137747,0,0,82,0,2,"F",51,166,328,167,120,47,13,105,5,50,50,22.0000000000001,"A1G"
137759,0,0,54,NA,NA,"F",38,189,1149,420,120,72,13,157,19,15,15,21,"S2F"
137768,0,0,66,NA,5,"F",52,173,2390,408,146,78,14,199,26,14,14,16.0000000000001,"S2E"
137782,0,0,73,1,4,"M",40,226,1956,768,160,47,12,50,4,20,20,17.0000000000001,"A1F"
137791,0,0,70,1,4,"F",43,159,1476,382,140,26,7,36,3,16,16,18,"A1F"
137794,0,0,57,1,5,"F",37,267,567,324,120,31,10,27,3,15,15,26.0000000000001,"A1F"
137807,0,0,53,NA,NA,"F",23,174,1415,537,160,69,14,154,17,16,13,18,"S3F"
137809,0,0,45,1,2,"F",41,201,552,280,120,43,13,69,8,12,12,15,"A2E"
137811,0,0,48,1,5,"M",44,193,754,303,120,14,11,25,1,25,25,17.0000000000001,"F1G"
137813,0,0,70,1,5,"M",41,185,415,251,120,16,10,15,1,15,15,21,"F1F"
137869,0,0,49,1,5,"F",39,153,703,360,129,39,13,51,10,7,5,16.0000000000001,"A4D"
137870,0,0,58,1,3,"F",42,211,705,456,140,40,10,65,6,30,15,26.0000000000001,"A1F"
137909,1,20,53,1,6,"F",35,259,754,417,120,55,13,139,16,15,15,18,"S2F"
137915,0,0,54,1,4,"F",45,216,2320,548,140,56,12,160,6,35,30,15,"L1G"
137917,0,0,67,1,2,"F",44,132,418,233,120,48,6,136,19,10,10,24,"A1E"
137933,0,0,84,0,5,"M",44,141,1572,537,160,45,11,85,4,25,25,24,"A1G"
137949,0,0,36,0,5,"F",38,257,476,333,120,55,13,88,7,17,17,21,"A2F"
137950,0,0,51,1,4,"F",39,269,1456,452,140,54,10,58,5,21,21,22.0000000000001,"A1F"
137964,0,0,72,1,2,"F",47,152,767,299,144,86,33,242,18,19,10,5.00000000000006,"A2F"
137968,0,0,78,1,6,"U",33,323,1824,345,111,70,13,305,14,30,25,18,"A1G"
137977,1,20,48,1,4,"M",41,199,559,289,120,13,8,15,1,15,15,21,"F1F"
137979,0,0,50,0,1,"M",45,152,335,250,120,22,13,55,2,30,30,18,"N2G"
137980,0,0,82,0,3,"F",36,240,881,327,128,71,9,186,19,14,14,26.0000000000001,"A1E"
137985,0,0,62,1,4,"M",40,268,297,167,112,15,7,20,1,20,20,24,"N1F"
137990,0,0,45,1,2,"M",43,175,310,211,120,60,12,77,11,16,12,19.0000000000001,"A1E"
137997,0,0,54,1,4,"F",38,187,456,238,120,16,11,25,2,15,15,16.0000000000001,"N2F"
138007,0,0,38,1,5,"F",30,128,916,338,156,87,27,313,17,35,25,18,"A1G"
138013,0,0,71,1,7,"M",37,280,582,358,137,45,13,103,9,17,12,23.0000000000001,"A3F"
138022,0,0,59,1,7,"F",41,171,1347,451,160,51,8,88,8,19,19,17.0000000000001,"A2F"
138025,0,0,89,NA,NA,NA,76,126,958,220,120,74,13,166,20,20,20,19.0000000000001,"A1F"
138031,0,0,73,1,2,"M",35,347,477,248,120,61,12,114,18,10,10,23.0000000000001,"S2E"
138058,0,0,56,1,4,"F",43,147,382,166,120,38,14,77,10,16,16,16.0000000000001,"S4F"
138062,1,25,48,1,6,"M",41,238,1805,726,133,28,12,50,2,25,25,24,"A1G"
138085,0,0,70,1,3,"M",47,170,270,201,120,40,12,74,9,12,6,19.0000000000001,"A4E"
138098,0,0,72,1,3,"F",31,132,1048,244,160,33,12,55,3,20,15,18,"A1F"
138108,0,0,80,1,2,"F",40,192,492,289,120,74,11,177,23,11,11,18,"A1E"
138117,0,0,64,1,1,"F",38,189,605,227,120,83,32,179,10,25,25,10.0000000000001,"A1F"
138135,0,0,60,1,5,"M",43,223,925,438,120,54,12,80,7,21,21,15,"L2F"
138154,0,0,46,1,2,"F",43,193,506,208,120,16,11,30,2,20,20,16.0000000000001,"N2F"
138160,0,0,56,1,7,"M",41,215,1673,207,120,48,15,91,4,25,24,18,"A1F"
138176,0,0,74,1,3,"F",39,229,739,262,120,71,15,139,11,20,19,20.0000000000001,"A1F"
138185,0,0,78,1,2,"M",38,170,346,239,120,44,11,73,11,9,9,18,"S3D"
138194,0,0,78,1,2,"J",45,190,733,285,120,64,14,112,16,15,12,17.0000000000001,"S4F"
138224,0,0,57,1,5,"M",48,186,875,388,140,64,13,79,14,12,12,19.0000000000001,"A2E"
138228,0,0,71,1,1,"F",56,156,550,199,120,35,12,58,9,8,8,18,"A4D"
138232,0,0,66,NA,NA,"M",41,238,1990,688,160,65,13,156,9,50,50,18,"A1G"
138244,0,0,50,0,6,"M",43,159,478,207,120,71,26,155,8,25,20,26.0000000000001,"A1F"
138271,0,0,79,NA,NA,"F",43,155,784,287,120,60,15,65,12,10,5,15,"A2E"
138280,1,16,48,1,6,"F",46,187,1814,428,120,23,12,42,3,22,22,18,"A2F"
138282,0,0,58,1,6,"F",33,371,1763,434,120,32,11,30,2,25,25,25.0000000000001,"A1G"
138288,0,0,44,1,2,"F",42,186,669,257,120,14,11,23,1,23,23,17.0000000000001,"F1F"
138303,0,0,28,1,4,"F",36,192,492,304,120,13,10,15,1,15,15,17.0000000000001,"F1F"
138307,0,0,47,NA,NA,"M",44,179,492,259,120,25,14,90,3,35,35,16.0000000000001,"A2G"
138317,0,0,77,0,3,"F",40,218,524,306,120,71,13,164,8,35,35,18,"A1G"
138325,0,0,76,1,6,"F",47,164,5943,1120,160,16,10,25,1,25,25,21,"F1G"
138337,0,0,69,1,1,"F",70,132,1063,270,120,9,6,30,1,30,30,17.0000000000001,"F1G"
138376,0,0,87,1,2,"F",56,152,328,268,120,23,9,25,2,15,15,26.0000000000001,"A1F"
138387,0,0,72,1,2,"F",42,178,489,215,120,54,12,64,13,10,10,18,"S2E"
138388,0,0,44,0,2,"M",44,189,470,234,120,23,7,28,8,5,3,20.0000000000001,"S4D"
138398,0,0,48,1,5,"M",41,140,834,249,140,64,12,130,9,23,20,15,"A1F"
138399,0,0,52,1,5,"F",41,190,720,434,120,24,13,36,5,11,5,17.0000000000001,"A4E"
138412,0,0,81,0,3,"M",46,159,386,212,120,61,13,87,18,7,7,17.0000000000001,"S3D"
138414,0,0,78,1,5,"M",41,196,1468,497,150,18,13,32,3,12,10,15,"N2E"
138416,0,0,60,1,4,"M",46,180,400,196,120,63,13,87,11,20,20,16.0000000000001,"A1F"
138417,0,0,34,0,5,"F",38,159,1741,449,160,21,12,25,2,15,10,23.0000000000001,"N2F"
138419,0,0,77,1,1,"M",54,171,825,440,136,42,13,64,4,30,30,18,"A1G"
138440,0,0,56,1,5,"M",45,177,729,243,120,27,11,40,3,20,20,24,"A2F"
138442,0,0,56,0,5,"F",38,198,875,402,140,51,11,58,14,5,5,19.0000000000001,"S4D"
138443,0,0,69,1,1,"F",46,167,391,215,120,61,14,225,19,17,14,18,"S4F"
138464,0,0,54,1,7,"F",39,144,2583,248,141,78,13,117,17,15,15,20.0000000000001,"A1F"
138475,0,0,85,NA,NA,"M",62,146,854,265,120,91,31,201,16,25,25,15,"A1F"
138486,0,0,80,1,7,"F",50,168,1021,484,160,101,29,171,14,17,10,18,"S2E"
138489,0,0,49,0,2,"F",44,196,415,224,120,57,12,104,10,14,13,22.0000000000001,"A2E"
138500,0,0,50,1,6,"F",42,215,1688,454,136,35,10,30,3,15,15,26.0000000000001,"A1F"
138551,1,10,79,1,1,"F",39,196,1172,414,134,57,13,89,13,10,10,19.0000000000001,"S2E"
138574,1,10,56,NA,NA,"F",42,203,590,386,120,37,12,55,7,10,10,19.0000000000001,"S3E"
138598,0,0,49,1,4,"M",39,275,949,557,144,13,10,20,1,20,20,17.0000000000001,"F1F"
138601,0,0,80,1,3,"F",45,181,486,271,120,68,13,122,16,10,10,17.0000000000001,"S3E"
138602,0,0,67,0,2,"F",45,171,280,161,116,60,12,99,11,11,11,15,"S2E"
138608,1,10,43,1,5,"U",43,239,880,492,140,58,13,180,16,15,15,18,"A1F"
